frame_id,class,file,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12
0,mulai,bmulai6,-242.36102,47.149124,0.61400795,20.896095,9.703546,10.850901,0.8781829,3.8127446,10.737415,9.179501,-5.9023733,-1.606313,-3.8091516
1,mulai,bmulai6,-210.52632,66.27571,6.049389,33.123703,13.358865,29.648966,5.934884,11.364101,6.9658513,13.07511,1.758538,0.43868595,0.27993858
2,mulai,bmulai6,-182.13281,81.557236,12.396049,40.339577,8.46373,20.987415,0.4120993,2.2419572,2.1600552,10.493156,3.2903914,6.1053867,-2.1707022
3,mulai,bmulai6,-170.80128,83.24436,14.616444,42.3272,9.041082,22.152771,3.660132,0.7242442,2.397493,6.217402,-0.85680604,3.5818648,-4.5105247
4,mulai,bmulai6,-160.10367,86.33232,18.509644,35.20204,1.1597639,17.705645,7.4038334,4.6433268,1.4266956,7.2039933,0.9014031,2.3766072,1.2575194
5,mulai,bmulai6,-157.95079,94.65194,19.125658,34.79473,-1.1717798,18.424889,4.5290937,-1.073842,1.26305,8.381294,0.46625704,4.508547,-3.3497076
6,mulai,bmulai6,-145.35184,89.243225,16.825468,39.847336,-0.59712756,24.759403,-0.20144212,-7.2805004,-2.2171712,3.9662843,3.536228,8.5898075,2.185017
7,mulai,bmulai6,-143.37251,95.79962,7.080367,40.637913,-0.24145561,25.689512,-0.1794042,-10.912544,-3.3263323,11.902666,3.8917742,6.3968067,1.424336
8,mulai,bmulai6,-134.90141,94.78363,6.11073,32.891197,1.8809745,25.112864,3.9542139,-16.1834,-3.637361,12.878298,10.135616,7.3630285,-1.844398
9,mulai,bmulai6,-112.29018,95.00011,2.432972,13.9573765,-2.5672574,29.909218,1.053527,-13.490463,8.520506,16.18533,12.691286,0.89714634,-8.452217
10,mulai,bmulai6,-95.6152,90.76616,-0.23223987,14.608181,0.5182489,17.977036,1.4047092,-12.168871,10.351343,11.763853,19.382717,-3.2888503,-8.014256
11,mulai,bmulai6,-107.15312,87.766754,5.0683494,21.781677,-3.8545344,23.161955,2.5225701,-16.549938,10.948897,15.490908,14.510928,-5.5273,-2.0509443
12,mulai,bmulai6,-116.46467,74.909485,6.7233143,32.346382,2.7232697,17.662369,7.6281586,-9.255928,1.4044886,8.975909,15.411755,-1.5631466,2.7899156
13,mulai,bmulai6,-133.3147,70.583725,12.855809,44.856293,2.16437,9.254486,3.7782714,-0.65405154,4.3301888,3.513103,18.667465,0.9851923,-1.4752595
14,mulai,bmulai6,-154.58447,64.29761,12.201717,48.858536,1.3976172,13.4028,4.321845,7.427984,5.16115,7.626764,11.102847,2.7130826,2.1354046
15,mulai,bmulai6,-167.60121,59.21514,11.079826,44.112076,6.843391,15.1591425,10.321072,11.168343,7.7606907,1.4014223,12.17391,7.385819,-2.5192277
16,mulai,bmulai6,-184.4933,52.336903,1.9084269,40.163105,10.159277,16.592947,7.39131,9.606356,2.0801563,8.008167,5.8993893,-2.199154,-3.100935
17,mulai,bmulai6,-226.81885,46.145733,-9.744929,25.380686,0.71111023,11.6937065,-0.89431864,5.093161,-2.0558186,5.068121,-2.4309783,-2.5186608,-5.2250276
18,mulai,bmulai6,-260.1458,38.784035,-8.574571,12.188883,-2.4024901,18.03941,1.2812464,-1.8866453,-0.35983443,9.473181,-1.1344527,5.0075355,-4.3772907
19,mulai,bmulai6,-395.32217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,mulai,bmulai6,-395.32217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,mulai,bmulai6,-395.32217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,mulai,bmulai6,-395.32217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,mulai,bmulai6,-395.32217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,mulai,bmulai6,-395.32217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,mulai,bmulai6,-395.32217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,mulai,bmulai6,-395.32217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,mulai,bmulai6,-395.32217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,mulai,bmulai6,-395.32217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,mulai,bmulai6,-395.32217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,mulai,bmulai6,-395.32217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,mulai,bmulai6,-395.32217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
